,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code,manually_checked
0,1600,704,1000003106,Country Porch Antiques,15364 Old Lake Rd,,Paynesville,MN,56362,USA,3202434027,,https://antique-dealers.cmac.ws/country-porch-antiques/8396/,50626-000,Surplus & Salvage Merchandise,1/1/1994 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,1/29/2023 8:36,Search,200,0
1,1601,704,1000005214,Ron Aden Construction,70927 390th street ,,Saint James,MN,56081,USA,5077373995,,https://discoverstjamesmn.com/do-business/business-directory/name/ron-aden/,10177-000,Construction & Remodeling Services,4/7/2015 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/7/2023 9:00,Search,200,0
2,1602,704,1000004787,Vitality Health Center,3564 Rolling View Dr,,White Bear Lk,MN,55110,USA,6517739414,,http://www.vitalityhealthcentermn.com/,60205-000,Chiropractors D.C.,1/1/1998 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,1/27/2023 9:09,Search,200,1
3,1603,704,1000004965,"Lake Superior Art Glass, LLC",202 E Superior St,,Duluth,MN,55802,USA,2184641799,,https://lakesuperiorartglass.com/,30265-000,Glass Blowers,8/12/2011 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,7/9/2021 4:06,Search,200,1
4,1604,704,1000001569,Pretty Petals Floral,401 Main St W,,Hazen,ND,58545,USA,7017486080,,http://www.prettypetalshazen.com/,50275-000,Florists - Retail,1/1/2009 0:00,,FALSE,A+,100,4,0,FALSE,Micro-small,FALSE,12/25/2020 3:51,Search,200,1
5,1605,704,1000005167,Ramberg Construction,9552 375th St,,North Branch,MN,55056,USA,6516747668,,https://www.dandb.com/businessdirectory/rambergconstructioninc-northbranch-mn-27372077.html,10089-000,Mason Contractors,9/29/1995 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/7/2023 9:00,Search,200,0
6,1606,704,1000006307,D W Smith Construction LLC,2 Lee St,,Forest Lake,MN,55025,USA,6514642661,,https://www.dli.mn.gov/sites/default/files/pdf/rbc_2021actions.pdf,10177-000,Construction & Remodeling Services,7/14/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/3/2023 8:39,Search,200,0
7,1607,704,1000006020,Shawn Bisbee Inc,551 Simard St,,Mendota Hts,MN,55118,USA,6513351533,,https://www.bizapedia.com/mn/shawn-bisbee-inc.html,10177-000,Construction & Remodeling Services,4/26/1993 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/17/2020 4:30,Search,200,0
8,1608,704,1000000165,Mixson Siding & Windows,136 E Belle Vue Rd,,Fairmont,MN,56031,USA,5072361072,,https://lindsaywindows.com/dealers/mixson/,10126-000,Roofing Contractors,2/5/2008 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,2/2/2023 8:53,Search,200,1
9,1609,704,1000004367,"Here and There Services, LLC",5145 Colfax Ave N,,Minneapolis,MN,55430,USA,6124071722,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2724066,70542-000,Delivery Service,1/30/2015 0:00,7/21/2021 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,7/23/2021 3:59,Search,200,1
10,1610,704,1000005443,J Nordstrom Plumbing,4820 69th Ave N,,Minneapolis,MN,55429,USA,7635490989,,https://nextdoor.com/pages/j-nordstrom-plumbing-minneapolis-mn/,10003-000,Air Conditioning Contractors & Systems,1/1/2001 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,1/24/2023 8:58,Search,200,0
11,1611,704,1000006485,Rugby Manufacturing Company,515 1ST ST NE,,Rugby,ND,58368,USA,7017765722,,https://www.rugbymfg.com/,50685-100,Truck accessories,11/19/1999 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/3/2017 3:55,Search,200,1
12,1612,704,1000006548,Belicious Wear,0,,Fargo,ND,58104,USA,2182517078,,https://www.facebook.com/petroserveusa/?locale=vi_VN,50310-000,Gift Shops,,,FALSE,NR,0,,,FALSE,Micro-small,FALSE,11/5/2019 4:31,Search,200,0
13,1613,704,1000000037,Peltier Plumbing,1023 Dwane St,,South Saint Paul,MN,55075,USA,6514556574,,https://nextdoor.com/pages/peltier-plumbing-south-saint-paul-mn/,10003-000,Air Conditioning Contractors & Systems,8/30/2010 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,4/13/2022 8:06,Search,200,0
14,1614,704,1000001592,All - Type Construction,5585 274th Street,,Wyoming,MN,55092,USA,6127018139,,https://up.codes/viewer/wyoming/ibc-2018/chapter/6/types-of-construction,10177-000,Construction & Remodeling Services,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/31/2023 8:45,Search,200,0
15,1615,704,1000005895,VP Tutoring LLC,22730 Danube St NE,,Stacy,MN,55079,USA,6514649987,,https://www.superpages.com/stacy-mn/bpp/vp-tutoring-472527361,60912-000,Tutoring,6/4/2008 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/15/2017 4:07,Search,200,0
16,1616,704,1000000200,Rita's Ice & Custard ,10700 France Ave #104,,Bloomington,MN,55437,USA,6512075727,,https://www.ritasice.com/,50544-000,Restaurants,3/3/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,4/16/2022 8:14,Search,200,1
17,1617,704,1000000096,MOKE Properties LLC,1220 Sumac Circle,,Fergus Falls,MN,56537,USA,,,https://www.dandb.com/businessdirectory/mokepropertiesllc-fergusfalls-mn-33887158.html,60732-000,Property Management,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/3/2022 9:03,Search,200,0
18,1618,704,1000005485,George Siegfried Construction,510 Perro Creek Dr,,Bayport,MN,55003,USA,6512751112,,https://www.siegfriedconstruction.com/,10035-000,Contractors - General,1/1/1984 0:00,,FALSE,A+,100,17,0,FALSE,Micro-small,FALSE,9/4/2020 4:07,Search,200,1
