,BusinessID,Email,Phone,Website,Addresses,predictive%
0,1000059394,,7634213396,https://cityheightsinc.com/,,0.7396694214876033
1,1000052912,,,https://www.pioneercompanies.org/,,0.5919003115264797
2,96350395,,,http://www.cdwaterservices.com,,0.8
3,96084146,,,https://www.facebook.com/riggsandassociates/,,0.7396694214876033
4,96046260,,,http://www.gmacrescap.com,,0.32142857142857145
5,96196766,,,http://Kimballrailcar.com,,0.7396694214876033
6,1000054089,,,https://www.facebook.com/SabriusElectric,,0.7396694214876033
7,96157497,,,http://www.pepinvalleydental.com,,0.9855072463768116
8,96061821,,6129867896,http://www.vernsdumpsters.com,,0.7396694214876033
9,1000054303,"['mailto:info@fctreeservices.com', 'mailto:infon@fctreeservices.com']",6124389299,https://fctreeservices.com/,,0.7396694214876033
10,1000045801,,7634210500,https://www.facebook.com/Martas-Tailor-Shop-434148783266519/,,0.7396694214876033
11,96128498,,6123333775,http://www.garritanogroup.com/,,0.7396694214876033
12,96093713,,,http://www.straightlineexteriors.com,,0.7396694214876033
13,96284886,,7017753911,http://www.northernplumbing.com,,0.9230769230769231
14,1000011094,,,https://www.facebook.com/Straight-edge-flooring-1700619510084445/,,0.7396694214876033
15,96124094,,,http://www.taberydesign.com,,0.7396694214876033
16,96229357,['mailto:info@superiorshores.com'],2189633356,http://Superiorshores.com,,0.32142857142857145
17,1000061412,,,http://www.yedidetailing.com,,0.7396694214876033
18,96575458,,,https://www.clearhealthchiropractic.com/,,0.9855072463768116
19,96056072,,,http://www.dakotaimages.com,,0.5919003115264797
20,96087145,,,http://www.lakesareacu.com,,0.6176470588235294
21,96189516,,,http://Homeinspectionsofmn.com,,0.7396694214876033
22,96012730,,,http://www.marblelife.com,,0.7396694214876033
23,96015647,,4083767400,http://www.paypal.com,,0.8
24,96212381,,,http://www.ashkanamresortandlodge.com,,0.7396694214876033
25,96366739,,,http://tssecuritysystems.com,,0.7396694214876033
26,96003030,,,http://www.supershuttle.com,,0.40789473684210525
27,96117512,,,http://www.612clothing.com,,0.9230769230769231
28,96595598,,,http://minneapolis.outdoorlights.com/,,0.7396694214876033
29,1000049932,,,https://www.seniorcarecommunities.org/,,0.40789473684210525
30,96114345,,,http://www.mcdrywallinc.com,,0.6176470588235294
31,1000035189,,,http://www.wellsfargo.com,,0.8
32,96140613,,,https://www.facebook.com/autoandtrucknewprague/,,0.7396694214876033
33,96555124,,,http://www.machineagelamps.com,,0.9855072463768116
34,25001903,,,http://www.autotechnical.com,,0.6176470588235294
35,96385750,['mailto:accessibility@wyndham.com'],5074377337,http://www.americinn.com,,0.8
36,1000059382,,,http://beckerauction.com/,,0.9855072463768116
37,96176873,,,http://www.thecanineclubandspa.com,,0.40789473684210525
